"","personalWeight","sex","race","state","hisp","tech"
"17691",55,"Male","White","California","1","CMM-WEB DEVELOPERS"
"17692",86,"Male","White","Oklahoma","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17693",66,"Male","White","New York","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17694",104,"Male","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17695",47,"Male","White","South Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17696",141,"Male","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17697",135,"Male","Asian","New Jersey","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17698",668,"Male","White","Arkansas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17699",107,"Male","White","New Jersey","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17700",126,"Male","White","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17701",145,"Male","Asian","Virginia","1","CMM-COMPUTER PROGRAMMERS"
"17702",200,"Male","Hispanic","Florida","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17703",116,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17704",94,"Male","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17705",43,"Female","White","Tennessee","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17706",64,"Female","White","Tennessee","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17707",34,"Male","White","Arizona","1","CMM-COMPUTER PROGRAMMERS"
"17708",57,"Male","White","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17709",69,"Female","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17710",97,"Male","White","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17711",69,"Male","White","New York","1","CMM-COMPUTER PROGRAMMERS"
"17712",79,"Male","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17713",87,"Male","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17714",68,"Male","White","California","1","ENG-COMPUTER HARDWARE ENGINEERS"
"17715",185,"Male","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17716",101,"Male","Asian","California","1","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"17717",93,"Male","White","North Carolina","1","CMM-COMPUTER PROGRAMMERS"
"17718",155,"Male","Black","Nevada","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17719",32,"Male","White","Wisconsin","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17720",63,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17721",53,"Male","Two or More Races","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17722",128,"Female","Asian","Florida","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17723",84,"Male","White","Idaho","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17724",39,"Male","White","Colorado","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17725",68,"Female","White","Iowa","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17726",54,"Male","White","Florida","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17727",78,"Female","Black","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17728",146,"Female","Black","Indiana","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17729",186,"Female","Black","Maryland","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17730",303,"Male","Black","Georgia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17731",174,"Male","White","New Jersey","1","CMM-COMPUTER PROGRAMMERS"
"17732",328,"Male","White","Kansas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17733",54,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17734",121,"Male","Black","Florida","1","CMM-COMPUTER PROGRAMMERS"
"17735",535,"Male","White","Colorado","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17736",137,"Female","Black","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17737",89,"Male","Asian","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17738",275,"Male","White","Iowa","1","CMM-DATABASE ADMINISTRATORS"
"17739",21,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17740",178,"Female","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17741",99,"Male","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17742",59,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17743",61,"Male","Asian","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17744",298,"Male","Black","Ohio","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17745",144,"Male","Asian","Utah","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17746",60,"Male","White","California","1","CMM-DATABASE ADMINISTRATORS"
"17747",57,"Male","White","Florida","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17748",59,"Male","White","New Jersey","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17749",43,"Male","White","Maine","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17750",172,"Male","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17751",63,"Male","White","Oregon","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17752",77,"Female","White","District of Columbia","1","CMM-COMPUTER PROGRAMMERS"
"17753",71,"Male","White","Washington","1","ENG-COMPUTER HARDWARE ENGINEERS"
"17754",104,"Male","White","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17755",184,"Male","White","Michigan","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17756",106,"Female","White","New Jersey","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17757",102,"Male","Asian","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17758",105,"Female","White","Virginia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17759",55,"Female","White","Nevada","1","CMM-WEB DEVELOPERS"
"17760",49,"Male","Hispanic","New York","5","CMM-COMPUTER SYSTEMS ANALYSTS"
"17761",63,"Male","White","Georgia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17762",76,"Male","Asian","California","1","CMM-COMPUTER PROGRAMMERS"
"17763",57,"Male","Hispanic","California","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17764",121,"Female","White","Colorado","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17765",105,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17766",120,"Male","Asian","Rhode Island","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17767",106,"Male","Black","Mississippi","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17768",21,"Female","White","Minnesota","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17769",10,"Male","White","Oregon","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17770",90,"Male","White","Michigan","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17771",69,"Male","White","Washington","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17772",77,"Female","White","Pennsylvania","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17773",133,"Female","White","Tennessee","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17774",88,"Male","Asian","Georgia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17775",60,"Male","White","Pennsylvania","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17776",53,"Male","White","Arizona","1","CMM-WEB DEVELOPERS"
"17777",107,"Male","White","Louisiana","1","CMM-COMPUTER PROGRAMMERS"
"17778",72,"Female","Asian","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17779",121,"Male","White","New Jersey","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17780",127,"Male","White","New Hampshire","1","CMM-COMPUTER PROGRAMMERS"
"17781",198,"Male","White","Florida","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17782",197,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17783",88,"Male","Asian","California","1","CMM-WEB DEVELOPERS"
"17784",126,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17785",22,"Female","White","New Hampshire","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17786",440,"Male","White","North Dakota","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17787",91,"Female","White","Maryland","1","CMM-COMPUTER PROGRAMMERS"
"17788",47,"Male","Asian","New Hampshire","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17789",125,"Female","White","Ohio","1","CMM-INFORMATION SECURITY ANALYSTS"
"17790",77,"Female","White","Virginia","1","CMM-WEB DEVELOPERS"
"17791",110,"Male","White","Oklahoma","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17792",69,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17793",111,"Male","Asian","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17794",51,"Male","White","Minnesota","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17795",80,"Male","White","Minnesota","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17796",32,"Male","White","Colorado","1","CMM-WEB DEVELOPERS"
"17797",74,"Male","Asian","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17798",80,"Female","White","Massachusetts","1","CMM-COMPUTER PROGRAMMERS"
"17799",77,"Male","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17800",353,"Female","Black","Arkansas","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17801",98,"Female","White","Indiana","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17802",135,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17803",153,"Male","White","Minnesota","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17804",114,"Male","White","Ohio","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17805",112,"Female","Black","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17806",63,"Male","Black","Georgia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17807",64,"Female","White","New Jersey","1","CMM-DATABASE ADMINISTRATORS"
"17808",443,"Male","White","Arizona","1","CMM-WEB DEVELOPERS"
"17809",79,"Male","Asian","Connecticut","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17810",66,"Male","White","South Carolina","1","CMM-COMPUTER PROGRAMMERS"
"17811",46,"Male","White","Utah","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17812",128,"Male","Two or More Races","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17813",64,"Male","White","Arizona","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17814",103,"Male","Hispanic","Texas","2","CMM-COMPUTER SYSTEMS ANALYSTS"
"17815",69,"Male","Black","Virginia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17816",93,"Male","White","South Carolina","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17817",97,"Male","White","South Dakota","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17818",92,"Female","White","Pennsylvania","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17819",91,"Male","White","Pennsylvania","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17820",84,"Male","Asian","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17821",167,"Male","White","West Virginia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17822",64,"Male","Asian","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17823",111,"Male","Hispanic","New York","3","CMM-WEB DEVELOPERS"
"17824",62,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17825",112,"Male","White","Oregon","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17826",123,"Male","White","Oregon","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17827",94,"Male","Black","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17828",45,"Female","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17829",126,"Female","Black","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17830",249,"Male","Black","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17831",52,"Female","White","Pennsylvania","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17832",54,"Male","Black","Texas","1","CMM-WEB DEVELOPERS"
"17833",62,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17834",357,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17835",96,"Male","Asian","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17836",151,"Male","White","California","1","ENG-COMPUTER HARDWARE ENGINEERS"
"17837",86,"Male","White","Michigan","1","CMM-COMPUTER PROGRAMMERS"
"17838",136,"Male","White","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17839",120,"Male","White","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17840",117,"Male","White","New York","1","CMM-COMPUTER PROGRAMMERS"
"17841",78,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17842",42,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17843",91,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17844",108,"Male","White","Ohio","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17845",178,"Male","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17846",113,"Female","White","Rhode Island","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17847",121,"Male","White","Colorado","1","CMM-WEB DEVELOPERS"
"17848",37,"Male","Black","Florida","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17849",64,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17850",88,"Female","White","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17851",67,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17852",78,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17853",127,"Male","White","Ohio","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17854",89,"Male","White","Ohio","1","CMM-WEB DEVELOPERS"
"17855",61,"Male","White","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17856",59,"Female","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17857",58,"Male","White","California","1","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"17858",240,"Male","Asian","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17859",71,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17860",65,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17861",49,"Male","White","New Jersey","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17862",42,"Female","Asian","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17863",31,"Female","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17864",25,"Male","White","Florida","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17865",79,"Female","Hispanic","New Mexico","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17866",58,"Male","Hispanic","California","11","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17867",60,"Female","White","Ohio","1","CMM-DATABASE ADMINISTRATORS"
"17868",66,"Male","White","Virginia","1","CMM-INFORMATION SECURITY ANALYSTS"
"17869",79,"Female","White","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17870",33,"Male","White","Florida","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17871",112,"Male","Asian","Georgia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17872",129,"Male","White","Ohio","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17873",54,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17874",60,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17875",24,"Male","White","Minnesota","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17876",174,"Male","White","Ohio","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17877",102,"Male","White","Texas","1","CMM-INFORMATION SECURITY ANALYSTS"
"17878",89,"Male","White","Missouri","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17879",116,"Male","White","New York","1","CMM-COMPUTER PROGRAMMERS"
"17880",51,"Male","White","Massachusetts","1","CMM-COMPUTER PROGRAMMERS"
"17881",64,"Male","White","Nevada","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17882",123,"Male","Hispanic","Texas","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17883",44,"Male","White","Pennsylvania","1","CMM-COMPUTER PROGRAMMERS"
"17884",147,"Male","White","New York","1","CMM-WEB DEVELOPERS"
"17885",48,"Male","Hispanic","Nevada","24","CMM-COMPUTER SUPPORT SPECIALISTS"
"17886",132,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17887",135,"Female","White","South Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17888",436,"Male","White","Kentucky","1","CMM-COMPUTER PROGRAMMERS"
"17889",120,"Male","White","New York","1","CMM-COMPUTER NETWORK ARCHITECTS"
"17890",90,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17891",83,"Male","White","New York","1","CMM-WEB DEVELOPERS"
"17892",41,"Male","White","Vermont","1","CMM-WEB DEVELOPERS"
"17893",104,"Male","Black","Maryland","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17894",64,"Male","White","Connecticut","1","CMM-WEB DEVELOPERS"
"17895",193,"Male","White","Oregon","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17896",90,"Male","White","Missouri","1","CMM-DATABASE ADMINISTRATORS"
"17897",81,"Female","White","Connecticut","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17898",40,"Male","White","Colorado","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17899",98,"Male","Hispanic","Texas","3","CMM-COMPUTER SUPPORT SPECIALISTS"
"17900",242,"Female","Hispanic","Kansas","17","CMM-COMPUTER PROGRAMMERS"
"17901",54,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"17902",79,"Female","Black","North Carolina","1","CMM-DATABASE ADMINISTRATORS"
"17903",97,"Male","White","North Carolina","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17904",171,"Female","Black","Georgia","1","CMM-WEB DEVELOPERS"
"17905",92,"Male","White","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17906",73,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"17907",94,"Male","Black","North Carolina","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17908",59,"Female","Asian","New Jersey","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17909",78,"Male","Asian","New Jersey","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17910",69,"Male","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17911",91,"Male","White","Oklahoma","1","CMM-COMPUTER NETWORK ARCHITECTS"
"17912",76,"Male","Black","Arkansas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17913",23,"Male","White","Ohio","1","CMM-COMPUTER PROGRAMMERS"
"17914",84,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17915",98,"Male","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17916",75,"Male","White","North Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17917",219,"Male","Hispanic","Pennsylvania","3","CMM-COMPUTER SUPPORT SPECIALISTS"
"17918",72,"Male","Asian","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17919",289,"Female","Black","South Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17920",106,"Male","Hispanic","Florida","3","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17921",62,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17922",17,"Male","Asian","Rhode Island","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17923",99,"Male","Black","California","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17924",20,"Male","White","Texas","1","CMM-COMPUTER PROGRAMMERS"
"17925",46,"Male","White","Florida","1","CMM-COMPUTER PROGRAMMERS"
"17926",76,"Male","White","Alabama","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17927",35,"Male","White","Maine","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17928",75,"Male","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17929",48,"Female","White","Pennsylvania","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17930",69,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17931",62,"Female","White","North Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17932",116,"Male","White","North Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17933",67,"Female","White","California","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"17934",47,"Male","White","Kentucky","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17935",91,"Male","White","Georgia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17936",69,"Male","White","California","1","ENG-COMPUTER HARDWARE ENGINEERS"
"17937",47,"Female","Hispanic","Florida","19","CMM-COMPUTER SYSTEMS ANALYSTS"
"17938",111,"Male","White","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17939",131,"Male","White","Connecticut","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17940",88,"Female","White","New Hampshire","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17941",60,"Female","White","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17942",55,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17943",297,"Male","Hispanic","California","2","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17944",90,"Male","Asian","Texas","1","CMM-COMPUTER PROGRAMMERS"
"17945",199,"Male","Hispanic","Texas","2","CMM-COMPUTER SUPPORT SPECIALISTS"
"17946",196,"Male","Asian","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17947",120,"Male","Asian","California","1","CMM-COMPUTER NETWORK ARCHITECTS"
"17948",131,"Male","Black","North Carolina","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17949",126,"Female","White","California","1","CMM-WEB DEVELOPERS"
"17950",64,"Male","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17951",39,"Female","White","Wisconsin","1","CMM-COMPUTER PROGRAMMERS"
"17952",114,"Male","White","Ohio","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17953",58,"Male","Black","Mississippi","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17954",75,"Male","White","Ohio","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17955",113,"Male","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"17956",130,"Male","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"17957",69,"Male","White","Illinois","1","CMM-DATABASE ADMINISTRATORS"
"17958",35,"Female","White","Michigan","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17959",73,"Male","White","Georgia","1","CMM-COMPUTER PROGRAMMERS"
"17960",90,"Male","White","Alabama","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17961",70,"Male","White","Alabama","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"17962",61,"Male","White","Colorado","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17963",106,"Male","White","Georgia","1","CMM-INFORMATION SECURITY ANALYSTS"
"17964",110,"Female","White","Illinois","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17965",50,"Male","White","Florida","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"17966",143,"Male","Asian","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"17967",111,"Female","Asian","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
